Policy_Number,Customer_ID,Vehicle_ID,Vehicle_Make,Policy_Start_Date,Policy_End_Date,Premium_Amount,Claim_Number,Payment_Date,Payment_Method,Coverage_Type,Agent_ID,Region_Name,Policy_Term,Deductible,Claim_Date,Claim_Amount,Claim_Status,Claim_Type
P96437694,CUST0151,V882783,Volkswagen,1/24/2023,1/7/2024,1482,CLM2565,3/20/2024,Bank Transfer,Comprehensive,AG101,Central,6 months,859,1/3/2023,6983,Approved,Accident
P29405478,CUST0152,V978710,Ford,3/28/2023,1/5/2024,1628,CLM2193,4/12/2023,Cash,Third Party,AG101,Central,12 months,959,5/10/2023,7596,Approved,Accident
P40963669,CUST0153,V787852,Honda,10/10/2022,5/6/2024,1546,CLM9476,4/7/2023,Bank Transfer,Comprehensive,AG101,South,12 months,661,5/17/2024,3914,Approved,Accident
P96545455,CUST0154,V942658,Nissan,4/28/2023,5/17/2025,685,CLM9422,11/9/2024,Bank Transfer,Third Party,AG103,North,12 months,959,4/25/2023,1350,Approved,Accident
P30244422,CUST0155,V789064,Hyundai,2/10/2023,3/16/2025,1006,CLM1088,5/29/2023,Cash,Collision,AG101,South,6 months,553,11/13/2024,4644,Approved,Accident
P83619714,CUST0156,V381757,BMW,7/23/2022,3/13/2025,1423,CLM6351,3/22/2023,Cash,Comprehensive,AG101,Central,12 months,785,7/22/2023,6055,Denied,Accident
P17575634,CUST0157,V321531,Ford,8/23/2022,3/18/2024,1757,CLM1635,10/16/2024,Cash,Comprehensive,AG100,Central,12 months,322,9/28/2024,9425,Approved,Accident
P45474804,CUST0158,V808573,Honda,5/6/2023,5/29/2025,538,CLM9504,7/7/2023,Credit Card,Third Party,AG103,Central,12 months,959,1/5/2023,1592,Approved,Accident
P36034517,CUST0159,V668148,Kia,9/6/2022,1/20/2024,1553,CLM5710,7/15/2023,Cash,Comprehensive,AG103,West,6 months,663,8/5/2023,1286,Approved,Accident
P50488536,CUST0160,V684611,Nissan,4/15/2022,9/10/2025,1724,CLM7572,5/26/2023,Credit Card,Collision,AG103,Central,12 months,199,1/14/2024,4904,Denied,Accident
P24896913,CUST0161,V766558,Chevrolet,12/25/2022,5/21/2024,697,CLM5361,3/3/2023,Cash,Comprehensive,AG103,East,6 months,421,6/8/2023,4288,Denied,Accident
P77500747,CUST0162,V223714,Hyundai,8/8/2022,12/23/2025,1749,CLM7082,4/12/2024,Credit Card,Collision,AG101,East,6 months,959,5/16/2024,2047,Denied,Accident
P97652926,CUST0163,V804247,Toyota,2/13/2022,3/31/2025,1178,CLM8598,10/11/2024,Credit Card,Comprehensive,AG101,South,6 months,510,8/3/2023,3784,Denied,Accident
P31468056,CUST0164,V283523,Toyota,8/29/2023,9/19/2025,1889,CLM1296,11/4/2024,Bank Transfer,Collision,AG104,East,6 months,959,4/23/2023,9638,Approved,Accident
P97488666,CUST0165,V602164,Mercedes,5/19/2023,1/16/2025,1737,CLM5604,1/17/2023,Cash,Third Party,AG104,Central,6 months,959,1/5/2024,9638,Approved,Accident
P34828765,CUST0166,V959003,BMW,3/13/2023,10/29/2024,752,CLM6206,5/13/2024,Cash,Collision,AG103,East,12 months,959,11/1/2024,9638,Denied,Accident
P57340994,CUST0167,V934774,Mercedes,9/6/2022,2/27/2025,971,CLM2035,7/16/2023,Bank Transfer,Comprehensive,AG103,West,6 months,959,8/3/2024,9638,Denied,Accident
P98604944,CUST0168,V766157,Ford,11/25/2022,5/3/2024,1581,CLM7838,3/10/2024,Bank Transfer,Collision,AG100,South,12 months,959,9/29/2024,9638,Pending,Accident
P33800088,CUST0169,V624942,Ford,1/14/2022,2/4/2025,1517,CLM8583,8/14/2024,Cash,Comprehensive,AG103,East,12 months,959,10/2/2024,9638,Denied,Accident
P92574329,CUST0170,V162564,Volkswagen,3/4/2022,10/24/2025,1589,CLM1279,4/27/2023,Cash,Comprehensive,AG108,West,6 months,959,6/30/2023,9638,Denied,Accident
P12245514,CUST0171,V453117,Honda,3/13/2023,3/10/2024,1454,CLM1888,1/3/2024,Cash,Collision,AG101,East,12 months,959,3/4/2023,9638,Denied,Accident
P22498357,CUST0172,V745629,Volkswagen,4/8/2022,9/26/2024,1106,CLM6214,2/23/2023,Cash,Third Party,AG104,East,6 months,959,6/4/2024,9638,Approved,Accident
P58445550,CUST0173,V606631,BMW,11/13/2022,11/9/2025,650,CLM4761,12/30/2024,Credit Card,Collision,AG103,South,12 months,959,8/30/2023,9638,Denied,Accident
P41317134,CUST0174,V418828,Hyundai,8/19/2023,7/16/2024,1007,CLM3688,3/21/2023,Credit Card,Collision,AG101,West,6 months,959,7/7/2024,9638,Denied,Accident
P21372265,CUST0175,V154096,Chevrolet,1/12/2023,7/25/2024,1776,CLM1121,6/22/2023,Cash,Comprehensive,AG101,East,6 months,959,12/10/2024,9638,Denied,Accident
P28727983,CUST0176,V162853,Ford,6/9/2022,9/1/2025,1585,CLM1407,7/14/2023,Bank Transfer,Comprehensive,AG104,East,12 months,959,10/11/2024,9638,Approved,Accident
P42408727,CUST0177,V908159,Mercedes,9/21/2023,11/20/2025,600,CLM7265,1/23/2023,Cash,Collision,AG102,East,6 months,959,8/5/2023,9638,Denied,Accident
P27740773,CUST0178,V191324,Honda,4/28/2022,4/30/2025,1566,CLM6953,1/19/2024,Credit Card,Collision,AG100,Central,12 months,959,5/20/2023,9638,Denied,Accident
P88721136,CUST0179,V493113,Nissan,5/8/2023,5/14/2024,1403,CLM6461,5/27/2023,Credit Card,Comprehensive,AG103,South,12 months,959,8/9/2024,9638,Pending,Accident
P37907023,CUST0180,V828031,Volkswagen,11/19/2022,6/29/2024,1423,CLM4505,11/2/2024,Bank Transfer,Collision,AG103,West,6 months,959,3/5/2023,9638,Pending,Accident
P97274958,CUST0181,V164609,Nissan,12/3/2022,2/25/2024,1216,CLM5050,8/1/2023,Credit Card,Comprehensive,AG103,Central,12 months,959,8/9/2023,9638,Pending,Accident
P81716210,CUST0182,V670228,Kia,6/7/2023,5/31/2024,863,CLM7395,1/1/2023,Cash,Comprehensive,AG101,Central,6 months,959,8/1/2023,9638,Approved,Accident
P41390238,CUST0183,V627118,Honda,5/11/2022,3/5/2024,1899,CLM8893,7/26/2024,Credit Card,Third Party,AG104,Central,12 months,959,6/3/2023,9638,Pending,Accident
P73525506,CUST0184,V135280,Mercedes,7/23/2023,3/1/2025,553,CLM8961,2/25/2023,Credit Card,Third Party,AG103,Central,6 months,959,10/29/2024,9638,Denied,Accident
P62138621,CUST0185,V405362,Kia,11/17/2022,12/1/2025,1671,CLM1722,3/19/2024,Credit Card,Comprehensive,AG103,East,6 months,959,5/19/2023,9638,Pending,Accident
P96803199,CUST0186,V679632,Chevrolet,11/6/2023,6/19/2024,1367,CLM5613,10/18/2024,Credit Card,Collision,AG103,West,6 months,959,10/25/2024,9638,Pending,Accident
P42228704,CUST0187,V163475,Nissan,1/3/2023,2/25/2024,1897,CLM6134,4/23/2024,Credit Card,Comprehensive,AG103,North,12 months,959,3/31/2024,9638,Pending,Accident
P16603717,CUST0188,V780608,Mercedes,10/1/2022,1/17/2024,1130,CLM4202,8/21/2024,Bank Transfer,Collision,AG103,East,6 months,959,9/6/2024,9638,Pending,Accident
P59301286,CUST0189,V385645,BMW,3/14/2022,3/18/2025,1995,CLM4233,2/13/2024,Credit Card,Comprehensive,AG103,North,12 months,959,9/9/2024,9638,Pending,Accident
P40138320,CUST0190,V420233,Nissan,4/17/2023,7/31/2025,853,CLM6111,7/15/2024,Cash,Comprehensive,AG101,North,12 months,959,1/3/2023,9638,Pending,Accident
P72065940,CUST0191,V110690,Kia,9/26/2023,6/11/2024,1764,CLM5049,12/25/2024,Bank Transfer,Collision,AG101,North,6 months,959,9/2/2024,9638,Approved,Accident
P71692185,CUST0192,V357678,Kia,12/21/2022,1/25/2024,1062,CLM6488,5/6/2024,Cash,Collision,AG102,East,6 months,959,3/29/2023,9638,Approved,Accident
P87702557,CUST0193,V801993,Ford,9/5/2022,12/4/2024,1588,CLM1778,4/14/2023,Cash,Comprehensive,AG100,West,12 months,959,5/21/2023,9638,Denied,Accident
P36491304,CUST0194,V129601,Kia,7/17/2023,5/3/2024,810,CLM9193,7/25/2023,Cash,Collision,AG108,South,6 months,959,3/22/2024,9638,Denied,Accident
P82573198,CUST0195,V271549,Toyota,5/3/2022,10/28/2024,1881,CLM2758,9/9/2023,Cash,Third Party,AG108,North,6 months,959,5/27/2024,9638,Approved,Accident
P92799007,CUST0196,V705394,Hyundai,8/4/2022,4/19/2025,670,CLM4344,10/29/2024,Credit Card,Collision,AG101,Central,6 months,959,10/4/2024,9638,Denied,Accident
P30157889,CUST0197,V200763,Nissan,11/20/2022,8/3/2024,1565,CLM8480,11/6/2023,Bank Transfer,Collision,AG103,Central,12 months,959,2/9/2023,9638,Denied,Accident
P68191870,CUST0198,V879803,Kia,5/6/2022,1/5/2024,973,CLM5220,5/15/2024,Credit Card,Comprehensive,AG100,Central,6 months,959,7/13/2023,9638,Approved,Accident
P51866268,CUST0199,V367970,Ford,7/18/2023,12/29/2025,1046,CLM5782,2/15/2024,Credit Card,Comprehensive,AG104,Central,12 months,959,5/21/2024,9638,Approved,Accident
P74334684,CUST0200,V791252,Toyota,5/31/2022,1/31/2024,1908,CLM4697,5/4/2023,Bank Transfer,Third Party,AG100,West,6 months,959,11/20/2024,9638,Approved,Accident
P26875324,CUST0201,V965705,Chevrolet,8/31/2022,12/21/2025,1016,CLM3646,3/8/2024,Bank Transfer,Third Party,AG104,North,6 months,959,8/25/2023,9638,Pending,Accident
P47617853,CUST0202,V292315,Nissan,3/17/2023,2/23/2025,1016,CLM7559,11/29/2024,Cash,Comprehensive,AG105,South,12 months,959,5/15/2024,9638,Approved,Accident
P15930299,CUST0203,V663119,Honda,9/27/2023,6/17/2024,742,CLM5308,3/5/2023,Credit Card,Collision,AG101,South,12 months,959,10/26/2024,9638,Approved,Accident
P82933572,CUST0204,V802292,Kia,8/11/2022,11/18/2024,1074,CLM8605,12/22/2023,Cash,Third Party,AG105,North,6 months,959,3/25/2024,9638,Pending,Accident
P91381245,CUST0205,V674112,Volkswagen,7/23/2023,2/4/2024,1745,CLM4750,4/15/2023,Credit Card,Third Party,AG103,Central,6 months,959,5/2/2024,9638,Denied,Accident
P80587614,CUST0206,V472154,Hyundai,11/3/2022,3/3/2025,981,CLM8559,9/2/2023,Credit Card,Third Party,AG108,West,6 months,959,12/28/2024,9638,Pending,Accident
P20054719,CUST0207,V610543,Honda,10/20/2023,10/29/2024,1433,CLM1147,6/5/2023,Cash,Third Party,AG100,North,12 months,959,10/3/2023,9638,Denied,Accident
P76640399,CUST0208,V587460,Chevrolet,5/13/2022,12/30/2025,961,CLM8096,10/26/2024,Bank Transfer,Collision,AG104,North,6 months,959,11/16/2023,9638,Denied,Accident
P44865878,CUST0209,V117448,Volkswagen,9/13/2022,4/6/2024,1744,CLM5803,2/21/2023,Cash,Comprehensive,AG108,North,6 months,959,4/16/2023,9638,Approved,Accident
P35031752,CUST0210,V377368,Nissan,3/11/2022,4/18/2024,933,CLM1077,10/2/2023,Credit Card,Third Party,AG101,East,12 months,959,2/7/2024,9638,Denied,Accident
P67880247,CUST0211,V338757,Volkswagen,7/31/2022,4/14/2024,961,CLM3603,4/26/2024,Credit Card,Collision,AG101,South,6 months,959,5/13/2024,9638,Pending,Accident
P85634739,CUST0212,V397396,Kia,4/27/2023,4/9/2025,1164,CLM4190,10/17/2024,Cash,Collision,AG100,South,6 months,959,2/18/2023,9638,Denied,Accident
P94157198,CUST0213,V954699,Mercedes,3/1/2023,4/8/2024,1519,CLM7708,7/14/2023,Credit Card,Comprehensive,AG104,North,6 months,959,10/2/2023,9638,Denied,Accident
P59215679,CUST0214,V373902,BMW,11/1/2023,12/20/2025,1624,CLM6987,7/1/2024,Cash,Third Party,AG103,East,12 months,959,1/16/2023,9638,Pending,Accident
P63814557,CUST0215,V373170,Mercedes,8/27/2022,1/30/2024,955,CLM7426,9/26/2023,Bank Transfer,Third Party,AG102,Central,6 months,959,10/6/2023,9638,Pending,Accident
P10959454,CUST0216,V774537,Ford,5/19/2022,7/23/2024,817,CLM7402,7/3/2023,Cash,Third Party,AG104,East,12 months,959,1/20/2024,9638,Approved,Accident
P28790356,CUST0217,V775759,Ford,6/20/2023,11/15/2024,1252,CLM9603,3/26/2024,Cash,Third Party,AG104,South,12 months,959,7/16/2024,9638,Approved,Accident
P34431175,CUST0218,V196431,Honda,1/2/2022,3/8/2024,1846,CLM7026,3/7/2023,Bank Transfer,Collision,AG103,East,12 months,959,10/25/2023,9638,Denied,Accident
P39774919,CUST0219,V183508,Mercedes,2/2/2022,2/19/2025,1494,CLM5992,5/15/2023,Cash,Comprehensive,AG106,North,6 months,959,6/24/2024,9638,Approved,Accident
P72066547,CUST0220,V728833,Honda,12/31/2022,1/4/2024,1929,CLM3099,11/16/2024,Cash,Collision,AG100,East,12 months,959,10/10/2023,9638,Pending,Accident
P33980151,CUST0221,V276667,Mercedes,11/11/2022,4/26/2025,849,CLM6711,10/14/2024,Bank Transfer,Comprehensive,AG100,Central,6 months,959,10/22/2023,9638,Denied,Accident
P65287319,CUST0222,V627658,Nissan,3/15/2023,5/30/2025,783,CLM9585,1/13/2024,Cash,Comprehensive,AG103,South,12 months,959,1/8/2024,9638,Pending,Accident
P16920419,CUST0223,V374814,Hyundai,7/17/2023,2/17/2024,1500,CLM8276,8/29/2024,Credit Card,Third Party,AG103,North,6 months,959,8/24/2024,9638,Denied,Accident
P55745362,CUST0224,V230365,Mercedes,2/28/2023,10/5/2024,538,CLM9571,11/9/2023,Cash,Collision,AG103,North,6 months,959,10/8/2024,9638,Pending,Accident
P77058960,CUST0225,V166707,Hyundai,6/3/2022,9/25/2024,764,CLM5947,2/24/2024,Bank Transfer,Third Party,AG101,West,6 months,959,11/2/2023,9638,Denied,Accident
P12837422,CUST0226,V981720,BMW,4/9/2022,10/22/2025,1856,CLM3645,4/6/2023,Cash,Third Party,AG104,East,12 months,959,3/13/2024,9638,Approved,Accident
P27741834,CUST0227,V437270,Toyota,1/10/2023,12/11/2024,896,CLM7380,4/7/2023,Cash,Comprehensive,AG102,East,6 months,959,6/19/2023,9638,Denied,Accident
P87472689,CUST0228,V707557,Volkswagen,4/18/2023,7/27/2024,1283,CLM3822,6/1/2024,Cash,Collision,AG103,East,6 months,959,7/6/2024,9638,Pending,Accident
P48272606,CUST0229,V766443,Ford,11/5/2023,10/11/2025,1146,CLM2644,6/10/2024,Cash,Third Party,AG104,South,12 months,959,8/16/2023,9638,Approved,Accident
P33659074,CUST0230,V753860,Mercedes,12/28/2022,10/8/2024,959,CLM8772,4/8/2023,Credit Card,Third Party,AG102,Central,6 months,959,5/26/2024,9638,Pending,Accident
P88638273,CUST0231,V356058,Honda,4/28/2022,8/12/2024,1547,CLM1273,1/13/2023,Bank Transfer,Comprehensive,AG101,South,12 months,959,10/17/2023,9638,Approved,Accident
P96558377,CUST0232,V541093,Honda,11/3/2022,5/12/2025,1504,CLM5150,3/11/2024,Cash,Third Party,AG108,South,12 months,959,10/8/2023,9638,Pending,Accident
P71852017,CUST0233,V954401,Mercedes,7/2/2022,7/30/2025,626,CLM8190,6/23/2024,Credit Card,Collision,AG101,Central,6 months,959,10/17/2024,9638,Pending,Accident
P34596423,CUST0234,V883938,Hyundai,6/18/2023,3/27/2025,919,CLM6056,11/4/2023,Bank Transfer,Comprehensive,AG100,West,6 months,959,9/13/2023,9638,Pending,Accident
P44970218,CUST0235,V639509,Mercedes,8/13/2022,4/18/2024,653,CLM9279,5/5/2023,Cash,Collision,AG104,West,6 months,959,11/25/2024,9638,Pending,Accident
P47963426,CUST0236,V316379,Volkswagen,9/5/2023,2/2/2024,603,CLM2706,9/4/2024,Bank Transfer,Comprehensive,AG105,Central,6 months,959,10/4/2024,9638,Pending,Accident
P32578842,CUST0237,V161406,Toyota,1/11/2022,11/28/2024,1858,CLM6830,4/10/2023,Credit Card,Comprehensive,AG104,North,6 months,959,4/7/2023,9638,Approved,Accident
P90860162,CUST0238,V420690,Hyundai,1/16/2022,2/19/2025,721,CLM5386,12/21/2023,Cash,Third Party,AG103,West,6 months,959,6/12/2024,9638,Pending,Accident
P13632408,CUST0239,V384276,Honda,5/10/2023,4/7/2024,1272,CLM2558,3/1/2023,Cash,Collision,AG103,West,12 months,959,6/7/2024,9638,Approved,Accident
P92728071,CUST0240,V586902,Chevrolet,8/20/2023,5/11/2025,1723,CLM8394,10/17/2024,Credit Card,Collision,AG101,Central,6 months,959,5/29/2024,9638,Pending,Accident
P46835092,CUST0241,V630002,Ford,2/21/2022,11/7/2024,733,CLM8367,3/14/2023,Cash,Collision,AG100,West,12 months,959,12/7/2024,9638,Approved,Accident
P36036174,CUST0242,V938224,Honda,5/15/2022,11/28/2024,1910,CLM3052,9/17/2023,Cash,Collision,AG103,South,12 months,959,10/25/2023,9638,Denied,Accident
P92764832,CUST0243,V123173,Mercedes,7/25/2023,12/10/2025,923,CLM8936,9/16/2024,Cash,Comprehensive,AG102,Central,6 months,959,8/24/2023,9638,Approved,Accident
P28562382,CUST0244,V822433,Toyota,2/12/2023,5/26/2025,1885,CLM9176,11/9/2024,Cash,Comprehensive,AG103,South,6 months,959,7/10/2024,9638,Approved,Accident
P73520532,CUST0245,V555054,Volkswagen,12/31/2023,1/29/2024,1083,CLM8807,7/10/2024,Cash,Comprehensive,AG100,Central,6 months,959,9/15/2024,9638,Approved,Accident
P22208601,CUST0246,V785107,BMW,12/17/2022,6/3/2025,1945,CLM2574,5/7/2023,Credit Card,Collision,AG103,South,12 months,959,3/10/2023,9638,Approved,Accident
P91402834,CUST0247,V365323,Volkswagen,9/24/2022,3/23/2024,1430,CLM7464,9/6/2023,Bank Transfer,Comprehensive,AG103,North,6 months,959,5/2/2024,9638,Denied,Accident
P72027281,CUST0248,V285340,Honda,4/19/2023,6/26/2024,592,CLM6861,6/30/2024,Credit Card,Comprehensive,AG101,West,12 months,959,9/29/2023,9638,Pending,Accident
P71645138,CUST0249,V652416,Volkswagen,11/28/2023,7/5/2024,1105,CLM5169,4/23/2024,Bank Transfer,Collision,AG108,East,6 months,959,4/28/2024,9638,Denied,Accident
P28129976,CUST0250,V143247,Ford,7/14/2023,12/16/2024,1801,CLM9931,5/16/2024,Cash,Collision,AG101,East,12 months,959,12/2/2024,9638,Denied,Accident
P82089295,CUST0251,V481917,Toyota,11/23/2022,12/15/2025,1840,CLM2029,1/22/2024,Cash,Third Party,AG104,South,6 months,959,9/11/2024,9638,Approved,Accident
P12217745,CUST0252,V667634,Toyota,10/19/2023,10/6/2025,1848,CLM7703,10/30/2023,Credit Card,Collision,AG108,West,6 months,959,6/6/2024,9638,Approved,Accident
P34473579,CUST0253,V919393,BMW,1/15/2022,9/18/2025,1102,CLM9779,11/6/2024,Credit Card,Collision,AG101,West,12 months,959,8/13/2023,9638,Denied,Accident
P26649539,CUST0254,V865520,Ford,4/10/2022,10/17/2024,1022,CLM5498,11/8/2023,Credit Card,Third Party,AG103,East,12 months,959,8/18/2023,9638,Denied,Accident
P69915593,CUST0255,V404831,Mercedes,6/17/2023,7/11/2025,1105,CLM2092,10/5/2023,Credit Card,Collision,AG101,East,6 months,959,10/18/2023,9638,Pending,Accident
P72608705,CUST0256,V253177,Toyota,2/20/2023,3/31/2025,554,CLM3452,11/24/2024,Cash,Collision,AG105,East,6 months,959,7/4/2023,9638,Pending,Accident
P40242410,CUST0257,V603554,Toyota,5/18/2022,10/19/2025,1326,CLM9715,7/13/2023,Credit Card,Third Party,AG101,West,6 months,959,1/20/2024,9638,Pending,Accident
P98021340,CUST0258,V277487,Mercedes,11/12/2023,2/26/2024,1611,CLM7246,9/19/2024,Credit Card,Comprehensive,AG103,North,6 months,959,3/7/2023,9638,Pending,Accident
P88386467,CUST0259,V212727,Volkswagen,11/10/2022,9/12/2025,885,CLM9693,10/21/2024,Cash,Collision,AG103,South,6 months,959,7/13/2023,9638,Denied,Accident
P36438346,CUST0260,V857351,Hyundai,7/5/2022,9/24/2024,1135,CLM2443,6/1/2023,Cash,Third Party,AG103,Central,6 months,959,7/15/2024,9638,Denied,Accident
P44729352,CUST0261,V540314,Toyota,7/10/2023,8/23/2025,1912,CLM7442,3/10/2023,Bank Transfer,Comprehensive,AG103,East,6 months,959,1/24/2024,9638,Approved,Accident
P93883273,CUST0262,V142879,BMW,7/5/2022,5/27/2024,1592,CLM3306,2/14/2023,Cash,Third Party,AG104,South,12 months,959,8/6/2023,9638,Approved,Accident
P62068249,CUST0263,V829298,Honda,6/22/2023,11/26/2024,1844,CLM2366,4/24/2023,Cash,Third Party,AG104,South,12 months,959,2/27/2023,9638,Approved,Accident
P37093295,CUST0264,V251281,Toyota,6/23/2022,12/27/2024,1501,CLM6229,4/14/2023,Bank Transfer,Collision,AG103,West,6 months,959,12/1/2024,9638,Approved,Accident
P54458385,CUST0265,V866819,Toyota,12/30/2022,11/1/2024,1969,CLM9232,3/17/2024,Credit Card,Third Party,AG101,South,6 months,959,10/5/2023,9638,Approved,Accident
P50798705,CUST0266,V781403,Ford,10/2/2022,2/12/2025,948,CLM3409,11/11/2023,Cash,Comprehensive,AG103,South,12 months,959,1/24/2023,9638,Approved,Accident
P23299366,CUST0267,V872230,Volkswagen,12/7/2023,3/18/2024,1642,CLM7908,1/8/2024,Bank Transfer,Comprehensive,AG103,South,6 months,959,2/7/2023,9638,Denied,Accident
P91501892,CUST0268,V240665,Ford,5/1/2023,10/17/2025,1581,CLM8706,1/9/2023,Cash,Collision,AG103,South,12 months,959,12/10/2024,9638,Denied,Accident
P63355245,CUST0269,V517389,Volkswagen,3/18/2023,7/19/2025,1575,CLM1655,3/10/2024,Bank Transfer,Collision,AG103,South,6 months,959,5/20/2023,9638,Denied,Accident
P52889117,CUST0270,V598689,Ford,7/17/2022,4/21/2025,1275,CLM8720,7/5/2023,Cash,Third Party,AG103,East,12 months,959,9/5/2023,9638,Denied,Accident
P89827978,CUST0271,V280474,Hyundai,7/8/2023,2/6/2024,1247,CLM9501,4/9/2024,Bank Transfer,Third Party,AG101,South,6 months,959,12/27/2024,9638,Pending,Accident
P71837785,CUST0272,V677981,Ford,12/4/2023,8/6/2025,786,CLM2728,11/20/2023,Cash,Comprehensive,AG103,East,12 months,959,6/15/2023,9638,Denied,Accident
P49070274,CUST0273,V869336,Kia,4/9/2022,6/1/2024,553,CLM3501,3/28/2024,Cash,Third Party,AG104,South,6 months,959,5/26/2024,9638,Approved,Accident
P33930417,CUST0274,V142660,Toyota,5/24/2023,1/4/2025,1972,CLM4452,1/31/2024,Cash,Comprehensive,AG104,West,6 months,959,7/16/2023,9638,Approved,Accident
P72032157,CUST0275,V992710,Toyota,1/17/2023,4/27/2025,574,CLM5744,12/13/2024,Credit Card,Comprehensive,AG101,West,6 months,959,5/9/2024,9638,Pending,Accident
P60516959,CUST0276,V298737,Volkswagen,3/15/2023,2/6/2025,1465,CLM8999,9/15/2023,Bank Transfer,Third Party,AG101,East,6 months,959,3/27/2023,9638,Denied,Accident
P96475199,CUST0277,V840234,Chevrolet,4/20/2023,3/1/2024,1696,CLM1714,12/22/2023,Cash,Comprehensive,AG103,Central,6 months,959,10/20/2024,9638,Pending,Accident
P24468447,CUST0278,V449405,Ford,7/24/2023,4/11/2024,580,CLM4274,2/27/2023,Bank Transfer,Comprehensive,AG103,East,12 months,959,12/4/2023,9638,Denied,Accident
P98517889,CUST0279,V500048,Volkswagen,1/7/2022,1/14/2024,589,CLM2980,12/11/2023,Bank Transfer,Comprehensive,AG105,East,6 months,959,7/7/2024,9638,Denied,Accident
P59719288,CUST0280,V126720,Mercedes,11/12/2022,1/22/2025,1659,CLM9710,1/27/2023,Cash,Third Party,AG103,Central,6 months,959,2/20/2024,9638,Denied,Accident
P33051449,CUST0281,V512310,BMW,7/13/2023,2/24/2024,1148,CLM8377,1/26/2023,Credit Card,Collision,AG104,Central,12 months,959,4/8/2023,9638,Pending,Accident
P37880768,CUST0282,V665917,Honda,3/28/2023,1/24/2025,979,CLM3399,1/13/2023,Cash,Collision,AG104,North,12 months,959,8/23/2023,9638,Approved,Accident
P44336603,CUST0283,V589132,Mercedes,6/10/2022,9/4/2025,1697,CLM7545,11/7/2024,Credit Card,Third Party,AG103,West,6 months,959,1/14/2023,9638,Pending,Accident
P82942136,CUST0284,V618847,Volkswagen,4/30/2022,4/21/2024,1273,CLM2289,10/28/2024,Cash,Comprehensive,AG101,West,6 months,959,8/6/2023,9638,Pending,Accident
P13694902,CUST0285,V524451,Ford,5/21/2022,10/25/2025,1454,CLM8066,1/26/2024,Bank Transfer,Collision,AG100,West,12 months,959,4/8/2024,9638,Pending,Accident
P56621314,CUST0286,V383220,Volkswagen,1/27/2023,12/26/2025,1168,CLM3767,6/26/2023,Credit Card,Comprehensive,AG101,Central,6 months,959,2/5/2023,9638,Denied,Accident
P59400458,CUST0287,V740985,Nissan,12/12/2023,11/2/2024,1213,CLM6536,4/11/2023,Bank Transfer,Comprehensive,AG103,North,12 months,959,7/21/2023,9638,Pending,Accident
